id,en,fr,es
KAYLEIGH_IDLE_RECRUIT_DIALOG5,Have you checked the sticker merchants today? They're bound to have some cool stuff you could use!,As-tu fait une visite chez les marchands d’autocollants aujourd’hui ? Ils pourraient avoir des produits intéressants !,¿Has mirado hoy en los vendedores de pegatinas? ¡Seguro que tienen cosas geniales que te podrían servir!
KAYLEIGH_MENU_CHALLENGE_ACCEPT1,Right! Let's see how strong you've gotten!,Ouais ! Voyons à quel point tu as gagné en force !,¡Bien! ¡A ver qué tan fuerte te has vuelto!
KAYLEIGH_CHALLENGE_WIN1,You're so much stronger now!,Tu es tellement plus fort maintenant !,¡Ahora eres mucho más fuerte!
KAYLEIGH_MENU_CHALLENGE_REJECT1,"I need to fix up my tapes first, sorry! Maybe later?","J’ai besoin de réparer mes cassettes d’abord, désolé ! Peut-être plus tard ?","Primero tengo que arreglar mis cintas, ¡perdón! ¿Quizás más tarde?"
KAYLEIGH_TRADE_OFFER1,"I'd love to find [color=#{request_rarity}][{trade_request}][/color] for my tapes![pause] If you have one, could you trade it to me for this [color=#{offer_rarity}][{trade_offer}][/color] sticker?","J’adorerais trouver [color=#{request_rarity}][{trade_request}][/color] pour mes cassettes ![pause] Si tu en as un, tu pourrais me l’échanger contre cet autocollant [color=#{offer_rarity}][{trade_offer}][/color] ?","¡Me encantaría encontrar [color=#{request_rarity}][{trade_request}][/color] para mis cintas![pause] Si tienes una, ¿podrías cambiármela por esta pegatina de [color=#{offer_rarity}][{trade_offer}][/color]?"
KAYLEIGH_TRADE_ACCEPTED1,Thanks a million! This is exactly what I needed!,Merci mille fois ! C’est exactement ce dont j’avais besoin !,¡Muchísimas gracias! ¡Es justo lo que necesitaba!
KAYLEIGH_TRADE_REJECTED1,That doesn't really look like the sticker I needed…,Ça n’a pas l’air d’être l’autocollant dont j’ai besoin…,Esa no parece la pegatina que necesitaba...
KAYLEIGH_CARDS_ACCEPT1,"That sounds fun![pause] Sure, let's play!","Ça sonne fun ! Allons-y, jouons !","¡Suena divertido![pause] ¡Claro, a jugar!"
KAYLEIGH_CARDS_LOSE1,That was so fun![pause] You were great![pause] Here's one of my cards to add to your deck!,C’était super amusant ![pause] Tu étais excellent ! [pause]Prends une de mes cartes pour ajouter à ton deck !,¡Fue divertidísimo![pause] ¡Estuviste genial![pause] ¡Aquí tienes una de mis cartas para tu mazo!
KAYLEIGH_CARDS_WIN1,That was brilliant![pause] I can't wait to play more!,C’était génial ! J’ai hâte de rejouer !,¡Estuvo genial![pause] ¡Tengo muchas ganas de jugar más!
KAYLEIGH_TRADE_CANCEL1,"Aw, alright. I'll keep looking then!","Ah, dommage. Je vais continuer de chercher, alors !","Ah, vale. ¡Seguiré buscando entonces!"
KAYLEIGH_PASSIVES_ROGUES_MESSAGE1,I'm gonna need a hand with this one!,"Je vais avoir besoin d’un coup de main, là !",¡Necesito ayuda con esto!
KAYLEIGH_MENU_GOODBYE1,See ya!,À plus !,¡Nos vemos!
BARKLEY_IDLE_RECRUIT_DIALOG1,Arf!,Ouaf !,¡Uf!
BARKLEY_IDLE_RECRUIT_DIALOG2,[i]Barkley seems happy to see you![/i],[i]Ouaf-Ouaf a l’air heureux de vous voir ![/i],[i]¡Barkley parece feliz de verte![/i]
BARKLEY_IDLE_RECRUIT_DIALOG3,[i]Barkley is curiously sniffing his cassette player.[/i],[i]Ouaf-Ouaf renifle curieusement son lecteur de cassettes.[/i],[i]Barkley olfatea con curiosidad su reproductor de casetes.[/i]
BARKLEY_IDLE_RECRUIT_DIALOG4,Arf?,Ouaf ?,¿Guau?
BARKLEY_IDLE_RECRUIT_DIALOG5,[i]Barkley is enjoying the weather in {region_name}.[/i],[i]Ouaf-Ouaf apprécie le temps de {region_name}.[/i],[i]Barkley disfruta del clima en {region_name}.[/i]
BARKLEY_IDLE_RECRUIT_DIALOG6,[i]There's a glint in Barkley's eye. He's filled with determination![/i],[i]Il y a une lueur dans l’oeil de Ouaf-Ouaf. Il est rempli de détermination ![/i],[i]Hay un brillo en los ojos de Barkley. ¡Está lleno de determinación![/i]
BARKLEY_IDLE_RECRUIT_DIALOG7,[i]You happily pet Barkley. He's been a good boy![/i],[i]Vous carressez Ouaf-Ouaf joyeusement. Bon chien-chien ![/i],[i]Acaricias a Barkley con alegría. ¡Ha sido un buen chico![/i]
BARKLEY_PARTY_INVITE_ACCEPT1,Arf Arf!,Ouaf ouaf !,"¡Guau, guau!"
BARKLEY_PARTY_INVITE_ACCEPT2,[i]Barkley is excited to play with you![/i],[i]Ouaf-Ouaf est impatient de jouer avec vous ![/i],[i]¡Barkley está emocionado de jugar contigo![/i]
BARKLEY_CHALLENGE_REJECT1,[wave amp=30 freq=10]Awoo…[/wave],[wave amp=30 freq=10]Aaouuuh...[/wave],[wave amp=30 freq=10]Guauuu…[/wave]
BARKLEY_CHALLENGE_REJECT2,[i]He appears too tired for another match.[/i],[i]Il a l’air trop fatigué pour un autre duel.[/i],[i]Parece demasiado cansado para otra partida.[/i]
BARKLEY_CHALLNEGE_ACCEPTED1,Arf! Arf!,Ouaf ouaf !,¡Guau! ¡Guau!
BARKLEY_CHALLNEGE_ACCEPTED2,[i]His tail wags back and forth with vigor and excitement![/i],[i]Sa queue remue avec vigueur et entrain ![/i],[i]¡Su cola se mueve de un lado a otro con vigor y emoción![/i]
BARKLEY_CHALLENGE_WIN1,*whine*,*pleur*,*quejido*
BARKLEY_TRADE_OFFER1,Arf?,Ouaf?,¿Guau?
BARKLEY_TRADE_OFFER2,[i]Barkley paws intently at a [color=#{request_rarity}][{trade_request}][/color] sticker.[pause] He places a [color=#{offer_rarity}][{trade_offer}][/color] sticker at your feet. Is this a trade request?[/i],[i]Ouaf-Ouaf pointe avec ses pattes vers votre autocollant [color=#{request_rarity}][{trade_request}][/color]. [pause] Il pose un autocollant [color=#{offer_rarity}][{trade_offer}][/color] à vos pieds. S’agirait-il d’une demande d’échange ?[/i],[i]Barkley acaricia con la pata una pegatina de [color=#{request_rarity}][{trade_request}][/color].[pause] Coloca una pegatina de [color=#{offer_rarity}][{trade_offer}][/color] a tus pies. ¿Es una solicitud de intercambio?[/i]
BARKLEY_TRADE_ACCEPTED1,Arf Arf!,Ouaf ouaf !,¡Guau guau!
BARKLEY_TRADE_ACCEPTED2,[i]He wags his tail happily as he attempts to place the sticker on a tape.[pause] It seems he's satisfied with this exchange![/i],[i]Il remue sa queue joyeusement en collant maladroitement l’autocollant sur une cassette.[pause] Ouaf-Ouaf semble satisfait de cet échange ![/i],[i]Mueve la cola alegremente mientras intenta colocar la pegatina en una cinta.[pause] ¡Parece satisfecho con el intercambio![/i]
BARKLEY_TRADE_REJECTED1,[wave amp=30 freq=10]Grr…[/wave] Arf!,[wave amp=30 freq=10]Grr…[/wave] Ouaf !,[wave amp=30 freq=10]Grr…[/wave] ¡Arf!
BARKLEY_TRADE_REJECTED2,[i]He looks frustrated. Maybe you misunderstood his request?[/i],[i]Il a l’air frustré. Peut-être avez-vous mal compris sa requête ?[/i],[i]Parece frustrado. ¿Quizás malinterpretaste su solicitud?[/i]
BARKLEY_CARDS_ACCEPT1,Arf?,Ouaf ?,Guau
BARKLEY_CARDS_LOSE1,Arf!,Ouaf !,¡Guau!
BARKLEY_CARDS_WIN1,Arf Arf!,Ouaf ouaf !,¡Guau guau!
BARKLEY_TRADE_CANCEL,[i]He seems dissapointed.[/i],[i]Il semble déçu.[/i],[i]Parece decepcionado.[/i]
BARKLEY_PASSIVE_ROGUES_MESSAGE1,Arf Arf! [wave amp=30 freq=10]Grr…[/wave]!,Ouaf ouaf ! [wave amp=30 freq=10]Grr…[/wave],¡Guau Guau! [wave amp=30 freq=10]Grr…[/wave]
BARKLEY_LEAVE1,Arf!,Ouaf !,¡Guau!
EUGENE_INVITE_ACCEPT1,The dynamic crime fighting…[pause] trio?! This is gonna be wild!,Combattre le crime en… [pause] trio ?! Ça va être mortel !,El dinámico...[pause]  ¡¿trío de luchadores contra el crimen?! ¡Esto va a ser una locura!
EUGENE_IDLE_RECRUIT_DIALOG1,"Hey {player}, you out on patrol too? ","Yo, {player}, t’es en patrouille, toi aussi ?","Oye, {player}, ¿también estás de patrulla?"
EUGENE_IDLE_RECRUIT_DIALOG2,It's pretty wild out here! There's a ton of new people ready to help out.,C’est dingue ! Il y a un tas de nouveaux prêts à aider la cause.,¡Qué locura! Hay un montón de gente nueva dispuesta a ayudar.
EUGENE_IDLE_RECRUIT_DIALOG3,I got all these crazy stickers from one of the merchants.[pause] I'm gonna be unstoppable!,J’ai dégoté plein d’autocollants de dingue chez un des marchands.[pause] Je vais être imbattable !,Conseguí un montón de pegatinas locas de uno de los comerciantes.[pause] ¡Voy a ser imparable!
EUGENE_IDLE_RECRUIT_DIALOG4,"I was thinking of trying out a few new battle poses later.[pause] What? Don’t give me that look, it's totally important!","Je pensais essayer quelques nouvelles poses de combat.[pause] Quoi ? Me regarde pas comme ça, c’est super important !","Estaba pensando en probar algunas poses de batalla nuevas más tarde.[pause] ¿Qué? ¡No me mires así, es importantísimo!"
EUGENE_IDLE_RECRUIT_DIALOG5,"We gotta do more supply runs, can't afford to run low on tapes out there!",On devrait faire plus de sorties d’approvisionnement; on peut pas se permettre de tomber à court de cassettes !,"Tenemos que hacer más incursiones de suministros, ¡no podemos permitirnos quedarnos sin cintas!"
EUGENE_CHALLENGE_REJECTED1,"I'd gladly show you a few moves[pause], but I gotta finish up here first. Let's hang later!","J’adorerais te montrer mes techniques,[pause] mais il faut que je termine ici avant. On se voit plus tard !","Con gusto te enseñaría algunos movimientos[pause], pero primero tengo que terminar esto. ¡Quedamos luego!"
EUGENE_CHALLENGE_ACCEPTED1,Lookin' to learn a few tricks from me? You got it!,"Tu veux que je te montre quelques astuces ? Allons-y ! ",¿Quieres aprender algunos trucos de mí? ¡De acuerdo!
EUGENE_CHALLENGE_WIN1,Dang! You got [wave amp=30 freq=10]way[/wave] better at this!,Waouh ! Tu t’es [wave amp=30 freq=10]vachement[/wave] amélioré!,¡Rayos! ¡Te has vuelto [wave amp=30 freq=10]mucho[/wave] mejor en esto!
EUGENE_TRADE_OFFER1,"{player}[pause], buddy. I've [wave amp=30 freq=10]gotta[/wave] have [color=#{request_rarity}][{trade_request}][/color]![pause] I'll give ya this [color=#{offer_rarity}][{trade_offer}][/color] sticker if you got any!","{player}[pause], camarade. Il faut [wave amp=30 freq=10]absolument[/wave] que j’aie [color=#{request_rarity}][{trade_request}][/color]![pause] Je te donne un autocollant [color=#{offer_rarity}][{trade_offer}][/color] si tu peux m’en procurer un!","{player}[pause], colega. ¡Tengo que [wave amp=30 freq=10]tener[/wave] [color=#{request_rarity}][{trade_request}][/color]![pause] ¡Te doy esta pegatina de [color=#{offer_rarity}][{trade_offer}][/color] si tienes alguna!"
EUGENE_TRADE_ACCEPTED1,Momentous! Now nothing can slow me down!,"Génial ! Maintenant, plus rien ne peut m’arrêter !",¡Impresionante! ¡Ahora nada puede frenarme!
EUGENE_TRADE_REJECTED1,"Aw man, come on! You know that's what I need! ","Roh, enfin ! Tu sais que j’en ai besoin !","¡Anda ya! ¡Sabes que es lo que necesito!"
EUGENE_TRADE_CANCEL1,"[wave amp=30 freq=10]Fine[/wave][pause], I get it. I'll just keep battling until I earn one!","[wave amp=30 freq=10]OK[/wave][pause], j’ai compris. Je vais continuer de me battre jusqu’à ce que j’en trouve un !","[wave amp=30 freq=10]Bien[/wave][pause], lo pillo. ¡Seguiré luchando hasta conseguir una!"
EUGENE_CARDS_ACCEPT1,Dude![pause] Of course I'm down to play this![pause] I love collectible card games!,Mec ![pause] [wave amp=30 freq=10]Bien sûr[/wave] que je suis partant pour jouer![pause] J’adore les jeux de carte à collectionner !,¡Tío![pause] ¡Claro que me apunto a jugar a esto![pause] ¡Me encantan los juegos de cartas coleccionables!
EUGENE_CARDS_LOSE1,"Ugh![pause] I was just about to draw my ace![pause] Ah well[pause], I'll get it next time![pause] Here's your reward!","Raaah ![pause] J’étais sur le point de piocher ma meilleure carte ! [pause] Bon,[pause] ce sera la prochaine fois! Voilà ta récompense !","¡Uf![pause] ¡Estaba a punto de sacar mi as![pause] ¡En fin,[pause], lo conseguiré la próxima vez![pause] ¡Aquí tienes tu recompensa!"
EUGENE_CARDS_WIN1,Badass![pause] That was great![pause] Hit me up if you wanna play another round!,Hardcore ![pause] C’était super ![pause] Viens me voir si tu veux jouer une autre partie !,¡Increible![pause] ¡Estuvo genial![pause] ¡Avisame si quieres jugar otra ronda!
EUGENE_LEAVE1,See ya!,À plus !,¡Nos vemos!
EUGENE_PASSIVE_ROGUES_MESSAGE1,It's another wild one![pause] I'm taking it down!,Une autre fusion sauvage ![pause] Je m’en charge !,¡Es otro salvaje![pause] ¡Lo voy a tumbar!
FELIX_INVITE_ACCEPT1,"Yeah. Sounds like a good time. ",OK! Amusons-nous.,"Sí. Suena divertido."
FELIX_IDLE_RECRUIT_DIALOG1,Hey there. Not working too hard I hope?,"Salut. Tu ne travailles pas trop dur, j’espère ?",Hola. Espero que no estés trabajando demasiado.
FELIX_IDLE_RECRUIT_DIALOG2,"I sketched this weird monster the other day. Their anatomy was so unorthodox, I couldn't help but get inspired. ","J’ai fait un croquis d’un monstre étrange l’autre jour. Avec une anatomie si peu orthodoxe, j’étais très inspiré.","El otro día dibujé un monstruo raro. Su anatomía era tan poco convencional que no pude evitar inspirarme."
FELIX_IDLE_RECRUIT_DIALOG3,"I broke another pencil rewinding my tape today[pause]. I always keep a spare[pause], but I usually save it for my sketches. ","J’ai cassé un autre crayon en rembobinant ma cassette aujourd’hui.[pause] J’ai toujours un double, mais je préfère le garder pour mes croquis.","Hoy rompí otro lápiz rebobinando la cinta[pause]. Siempre tengo uno de repuesto[pause], pero suelo guardarlo para mis bocetos."
FELIX_IDLE_RECRUIT_DIALOG4,"You know[pause], it's not so bad here![pause] Aside from the wild monsters, it's actually pretty relaxing.","C’est pas si mal, ici, en fait ![pause] Si on ignore les monstres sauvages, c’est plutôt tranquille.","¿Sabes?[pause], ¡no está tan mal esto![pause] Aparte de los monstruos salvajes, la verdad es que es bastante relajante."
FELIX_IDLE_RECRUIT_DIALOG5,Hey.[pause] I was just enjoying the weather.,Salut.[pause] Je ne faisais qu’apprécier le beau temps.,Oye.[pause] Solo estaba disfrutando del clima.
FELIX_CHALLENGE_REJECTED1,"Actually, I could use a break. Let's pick this up later.","En fait, j’aurais bien besoin d’une pause. Remettons-ça à plus tard.","La verdad es que me vendría bien un descanso. Retomemos esto luego."
FELIX_CHALLENGE_ACCEPTED1,"Sure, I could use the practice. ","D’accord, l’entraînement ne serait pas de refus.","Claro, me vendría bien practicar."
FELIX_CHALLENGE_WIN1,"Wow[pause], you're really something else. ",Waouh ! C’était un sacré spectacle.,"¡Guau![pause], eres increible. "
FELIX_TRADE_OFFER1,I could use an extra [color=#{request_rarity}][{trade_request}][/color] sticker.[pause] Maybe you'd be willing to trade for my [color=#{offer_rarity}][{trade_offer}][/color] sticker?,J’aurai besoin d’un autocollant [color=#{request_rarity}][{trade_request}][/color] en plus. [pause] Peut-être que tu serais prêt à l’échanger contre un autocollant [color=#{offer_rarity}][{trade_offer}][/color] ?,Me vendría bien una pegatina extra de [color=#{request_rarity}][{trade_request}][/color].[pause] ¿Quizás estarías dispuesto a intercambiarla por mi pegatina de [color=#{offer_rarity}][{trade_offer}][/color]?
FELIX_TRADE_REJECTED1,"Hmm[pause], I don't think that's it.[pause] That's alright, I can probably get it from the merchant stalls.","Hmmm[pause], ce n’est pas vraiment ce que je cherche.[pause] C’est pas grave, je peux probablement le trouver dans les étalages des marchands.","Mmm[pause], no creo que sea esa.[pause] No pasa nada, probablemente pueda conseguirla en los puestos de los comerciantes."
FELIX_TRADE_ACCEPTED1,"This should smooth things out for me.[pause] I appreciate it, {player}. ","Ça devrait me faciliter le travail.[pause] Merci, {player}.","Esto debería solucionarme las cosas.[pause] Te lo agradezco, {player}."
FELIX_CARDS_ACCEPT1,"Woah![pause] Check out the artwork on these cards.[pause] Sure, I'll play a round.","Waouh ! Les illustrations de ces cartes sont excellentes.[pause] D’accord, je peux faire une partie.","¡Guau![pause] Mira las ilustraciones de estas cartas.[pause] Claro, jugaré una ronda."
FELIX_CARDS_LOSE1,"Good game.[pause] Here[pause], you can have this.","Bien joué.[pause] Tiens, [pause]tu peux prendre ceci.","Buena partida.[pause] Toma[pause], puedes quedarte con esto."
FELIX_CARDS_WIN1,Rad![pause] That was pretty fun.[pause] Let's play again sometime.,Excellent![pause] C’était plutôt fun.[pause] On devrait rejouer un jour ou l’autre.,¡Guay![pause] Fue muy divertido.[pause] Volvamos a jugar algún día.
FELIX_TRADE_CANCEL1,"Oh[pause], no worries.[pause] I'm sure I'll find one eventually.","Ah[pause], pas de soucis.[pause] Je suis sûr que j’en trouverai un à un moment.","Ah,[pause], no te preocupes.[pause] Seguro que encuentro uno."
FELIX_PASSIVE_ROGUES_MESSAGE1,Looks like another rogue on the loose. I can help!,On dirait qu’une fusion rebelle sème la pagaille. Prêt à aider !,Parece que otra fusión anda suelta. ¡Puedo ayudarte!
FELIX_LEAVE1,Take care.,Prends soin de toi.,Cuídate.
MEREDITH_INVITE_ACCEPT1,"Yeah[pause], alright.[pause] I can make time for that.","Ouais, [pause]OK, [pause], je peux prendre un peu de temps.","Sí[pause], de acuerdo.[pause] Puedo hacer tiempo para eso."
MEREDITH_IDLE_RECRUIT_DIALOG1,"Uh[pause], hey there. ","Euh, [pause]salut.","Eh[pause], hola."
MEREDITH_IDLE_RECRUIT_DIALOG2,So.[pause] Is it just me or…[pause] are there more people here than usual?,Donc.[pause]C’est juste moi ou… [pause]il y a plus de gens que d’habitude ici ?,Bueno.[pause] ¿Soy solo yo o…[pause] hay más gente de lo habitual?
MEREDITH_IDLE_RECRUIT_DIALOG3,"Hey, {player}.[pause] Did you need something?","Salut, {player}. [pause] Besoin de quelque chose ?","Oye, {player}.[pause] ¿Necesitas algo?"
MEREDITH_IDLE_RECRUIT_DIALOG4,"Some[pause], uh[pause], odd stuff has been washing up on the beach lately.","Il y a des trucs, [pause]euh, [pause]étranges qui se retrouvent sur la plage depuis peu.","Algunas[pause], eh[pause], cosas raras han aparecido en la playa últimamente."
MEREDITH_IDLE_RECRUIT_DIALOG5,Hmm…[pause] I think I'll go record a new tape later.,Hmm… [pause]je pense que j’irai enregistrer une nouvelle cassette après ça.,Mmm…[pause] Creo que iré a grabar una cinta nueva más tarde.
MEREDITH_CHALLENGE_ACCEPTED1,"Urgh. Fine. I'll humor you this one time, mate.","Eurgh, OK, juste cette fois, pour te faire plaisir, pote.","Uf. Bien. Te seguiré la corriente esta vez, amigo."
MEREDITH_CHALLENGE_REJECTED1,"I[pause], uh…[pause] got something I gotta do first, mate.","Euih...[pause], j’ai...[pause] quelque chose à faire avant, pote. ","Yo[pause], eh…[pause] tengo algo que hacer antes tio."
MEREDITH_CHALLENGE_WIN1,"Alright, fine.[pause] You earned that one.","OK, d’accord, [pause]t’as bien mérité ta victoire.","De acuerdo, de acuerdo.[pause] Te lo has ganado."
MEREDITH_TRADE_OFFER1,"So[pause], if you've got any [color=#{request_rarity}][{trade_request}][/color] stickers laying around.[pause] I wouldn't mind trading my [color=#{offer_rarity}][{trade_offer}][/color] for it. If you're interested.","Donc[pause], si tu as un autocollant [color=#{request_rarity}][{trade_request}][/color] qui traîne.[pause] Ça me gênerait pas d’échanger [color=#{offer_rarity}][{trade_offer}][/color] pour. Si ça t’intéresse.","Bueno,[pause], si tienes alguna pegatina de [color=#{request_rarity}][{trade_request}][/color] por ahí.[pause] No me importaría cambiar mi [color=#{offer_rarity}][{trade_offer}][/color] por ella. Si te interesa."
MEREDITH_TRADE_ACCEPTED1,"Thanks, mate.[pause] I needed this one.","Merci, pote.[pause] J’avais bien besoin de celui-là.","Gracias, amigo.[pause] Necesitaba esta."
MEREDITH_TRADE_REJECTED1,Urgh.[pause] I'm pretty sure I was clear on which bloody sticker I needed.,Eurgh.[pause] Je pensais être claire sur quel fichu autocollant j’avais besoin ?,Ugh.[pause] Estoy bastante seguro de que tenía claro qué maldita pegatina necesitaba.
MEREDITH_TRADE_CANCEL1,"Yeah[pause], I figured as much.","Ouais[pause], je m’en doutais un peu.","Sí,[pause], ya me lo imaginaba."
MEREDITH_CARDS_ACCEPT1,Uhm.[pause] When did a whole bloody card game wash up on shore?,Erhm.[pause] Quand est-ce qu’un jeu de carte entier s’est échoué sur la plage ?,Eh.[pause] ¿Cuándo llegó a la orilla un maldito juego de cartas?
MEREDITH_CARDS_LOSE1,"Well[pause], that was[pause] interesting.[pause] I guess[pause], here's your reward.","Bon, [pause] c’état…[pause] intéressant. [pause]. J’imagine.[pause] Voilà ta récompense.","Bueno,[pause], eso fue[pause] interesante.[pause] Supongo que[pause], aquí está tu recompensa."
MEREDITH_CARDS_WIN1,"Heh[pause], I guess I'm pretty good at this.",Heh! [pause]On dirait que je suis plutôt douée…,"Je,[pause], supongo que soy bastante bueno en esto."
MEREDITH_LEAVE1,"Take care, mate.","Prends soin de toi, pote.","Cuídate, amigo."
MEREDITH_PASSIVE_ROGUES_MESSAGE1,Not another one![pause] Can somebody just…[pause] urgh! Somebody help me out here!,[wave amp=30 freq=10]Pas encore un autre[/wave] ! Est-ce que quelqu’un peut juste… [pause]gah! Que quelqu’un vienne m’aider !,¡Otra no![pause] ¿Alguien puede...?[pause] ¡Ugh! ¡Que alguien me ayude!
VIOLA_INVITE_ACCEPT1,Splendid![pause] A new adventure awaits us!,Splendide ![pause] Une nouvelle aventure nous attend !,¡Espléndido![pause] ¡Una nueva aventura nos espera!
VIOLA_IDLE_RECRUIT_DIALOG1,"I am glad to see you well, friend!","Je suis ravie de vous voir en pleine santé, camarade !","¡Me alegra verte bien, amigo!"
VIOLA_IDLE_RECRUIT_DIALOG2,"I can see the allure to this new lifestyle. ",Je peux voir l’attrait de ce nouveau style de vie.,"Ya veo el atractivo de este nuevo estilo de vida."
VIOLA_IDLE_RECRUIT_DIALOG3,"Another fine day for adventure! ",Encore une magnifique journée pour l’aventure !,"¡Otro buen día para la aventura!"
VIOLA_IDLE_RECRUIT_DIALOG4,May this day find you well!,Que le destin vous sourisse en cette magnifique journée !,¡Que hoy te encuentres bien!
VIOLA_IDLE_RECRUIT_DIALOG5,Greetings friend!,"Salutations, camarade !","¡Saludos, amigo!"
VIOLA_CHALLENGE_ACCEPTED1,You mean to test thy mettle against a worthy opponent? I humbly accept your request!,Vous souhaitez essayer votre courage contre un adversaire formidable ? J’accepte humblement votre requête !,¿Pretendes poner a prueba tu temple contra un oponente digno? ¡Acepto humildemente tu petición!
VIOLA_CHALLENGE_REJECTED1,"Alas, I fear my current condition would not make our sparring worthwhile. I require a moment of respite.","Hélas, je ne suis point dans l’état d’être un adversaire de votre taille après notre dernier entraînement. Je requiers un moment de rpeos.","Ay, me temo que mi condición actual no hará que nuestro entrenamiento valga la pena. Necesito un momento de respiro."
VIOLA_CHALLENGE_WIN1,"Pray tell, where did you learn such impressive feats?","Dites-moi, où avez-vous appris à effectuer de tels exploits ?","Dime, ¿dónde aprendiste esas impresionantes proezas?"
VIOLA_TRADE_OFFER1,"If I may, I require one [color=#{request_rarity}][{trade_request}][/color] sticker to improve upon my current ability. If you would be willing to part with one, I offer thee my [color=#{offer_rarity}][{trade_offer}][/color] in exchange!","Je cherche [color=#{request_rarity}][{trade_request}][/color] pour agrandir mes capacités. Auriez-vous la clémence de m’en procurer un, en l’échange de [color=#{offer_rarity}][{trade_offer}][/color]?","Si me lo permites, necesito una pegatina de [color=#{request_rarity}][{trade_request}][/color] para mejorar mi habilidad actual. Si estás dispuesto a desprenderte de una, te ofrezco mi [color=#{offer_rarity}][{trade_offer}][/color] a cambio."
VIOLA_TRADE_ACCEPTED1,You have my gratitude!,Vous avez ma gratitude !,¡Te lo agradezco!
VIOLA_TRADE_REJECTED1,"Alas, dear friend. This does not resemble the item I requested.","Hélas, camarade, cela ne semble pas être l’objet de ma requête.","Ay, querido amigo. Esto no se parece al objeto que pedí."
VIOLA_TRADE_CANCEL1,"Fear not, I am resourceful enough to procure one through other means!","Soyez sans crainte. Par ingéniosité et conviction, je m’en procurerai un par d’autres moyens !","No temas, ¡soy lo suficientemente ingenioso como para conseguir uno por otros medios!"
VIOLA_LEAVE1,Fare thee well!,"Au revoir, camarade !",¡Que te vaya bien!
VIOLA_CARDS_ACCEPT1,"A game of chance and skill played on small sheets of paper?[pause] How fascinating! ","Un jeu de chance comme d’adresse, joué sur des petits morceaux de papier ?[pause] Fascinant !","¿Un juego de azar y habilidad en pequeñas hojas de papel?[pause] ¡Qué fascinante!"
VIOLA_CARDS_LOSE1,Marvelous! I do believe it is customary to reward the victor with a card from the defeated's arsenal?,Splendide ! Je crois comprendre qu’il est de coutume pour le perdant de récompenser le gagnat d’une de ses cartes ?,¡Maravilloso! Creo que es costumbre recompensar al vencedor con una carta del arsenal del derrotado.
VIOLA_CARDS_WIN1,How joyous! I would gladly engage in more of these leisure activities!,Quelle exaltation ! Je m’engagerai avec joie dans plus de ces loisirs !,¡Qué alegría! ¡Con gusto participaría en más de estas actividades de ocio!
VIOLA_PASSIVE_ROGUES_MESSAGE1,Rogues have been sighted upon the horizon! Let us show thy fiends our true mettle!,Des rebelles se trouvent à l’horizon ! Montrons à ces mécréants l’étendue de notre valeur !,¡Avistadas fusiones salvajes en el horizonte! ¡Mostrémosles a nuestros demonios nuestro verdadero temple!
FRANKIE_CARDS_ACCEPT1,Oh oh oh! I've played tons of these back home!,,"¡Oh, oh, oh! ¡He jugado un montón a esto en casa!"
FRANKIE_CARDS_LOSE1,Yes! Ha ha! I've still got it!,,"¡Sí! ¡Ja, ja! ¡Todavía lo tengo!"
FRANKIE_CARDS_WIN1,"You were amazing![pause][pause] Ok ok, [wave amp=30 freq=10]Duelist Kingdom[/wave] rules apply so here's one of my cards! ",,"¡Estuviste increíble![pause][pause] Vale, vale, se aplican las reglas de [wave amp=30 freq=10]Duelist Kingdom[/wave], ¡así que aquí tienes una de mis cartas!"
FRANKIE_PARTY_INVITE1,Joining the hero's party?! I'm another step closer to legendary status!,,¡¿Unirme al grupo del héroe?! ¡Estoy un paso más cerca del estatus de leyenda! 
FRANKIE_IDLE_RECRUIT_DIALOG1,"I accept all quests, no matter [wave amp=30 freq=10]how[/wave] small![pause] You never know which one will move the plot forward!",,"Acepto todas las misiones, sin importar si [wave amp=30 freq=10]son[/wave] pequeñas.[pause] ¡Nunca se sabe cuál hará avanzar la trama!"
FRANKIE_IDLE_RECRUIT_DIALOG2,"Usually, in this type of Isekai, I would have some unique ability or abnormally high stat![pause] But I feel…[pause][pause] normal?",,"Normalmente, en este tipo de Isekai, ¡tendría alguna habilidad única o una estadística anormalmente alta![pause] Pero me siento…[pause][pause] ¿normal?"
FRANKIE_IDLE_RECRUIT_DIALOG3,"""In Another World As {frankie_tape}!"". It's a pretty catchy title, right?![pause] I might write a fic about it later!",,"""¡En otro mundo como {frankie_tape}!"". Es un título bastante pegadizo, ¿verdad?[pause] ¡Quizás escriba un fanfic sobre eso más adelante!"
FRANKIE_IDLE_RECRUIT_DIALOG4,"We should write our own theme song![pause][pause] Something catchy like Card Captors![pause]…You had Card Captors on your world[pause], right?",,"¡Deberíamos escribir nuestra propia canción![pause][pause] ¡Algo pegadizo como Card Captors![pause]… Tenías Card Captors en tu mundo[pause], ¿verdad?"
FRANKIE_IDLE_RECRUIT_DIALOG5,"I tried rewinding my tape with my pinkie[pause], but for some reason it still didn't work… [pause]It's like there's some weird [wave amp=30 freq=10]game logic[/wave] that forces me to use pencils!",,"Intenté rebobinar la cinta con el meñique[pause], pero por alguna razón seguía sin funcionar…[pause] ¡Es como si hubiera una extraña [wave amp=30 freq=10]lógica de juego[/wave] que me obliga a usar lápices! "
